region,coverage,year,floor,n_kept,n_pre,pct_dropped
Europe,0.9,2019,2364742261.2407317,750.3333333333334,5065.333333333333,85.18689128718083
Europe,0.9,2020,2367086270.706523,733.0833333333334,4999.166666666667,85.33588931488582
Europe,0.9,2021,2814478243.9699316,799.0833333333334,5231.0,84.72408080035684
Europe,0.9,2022,2426727938.7802854,744.9166666666666,5379.583333333333,86.15289288203857
Europe,0.9,2023,2882118042.825228,668.0833333333334,5355.166666666667,87.52450904111294
Europe,0.9,2024,3340488822.0497913,635.6666666666666,5193.0,87.75916297580075
Europe,0.875,2016,2577203979.7014904,630.9166666666666,5064.0,87.54114007372301
Europe,0.875,2017,2980625665.426596,660.6666666666666,5019.333333333333,86.83756142914065
Europe,0.875,2018,3090051690.24917,667.5833333333334,5099.5,86.90884727260843
Europe,0.875,2019,3168590486.565038,632.25,5065.333333333333,87.51809686759674
Europe,0.875,2020,3150650472.6114564,616.3333333333334,4999.166666666667,87.6712785464244
Europe,0.875,2021,3798535280.102215,669.9166666666666,5231.0,87.19333460778691
Europe,0.875,2022,3286984480.7721334,617.5833333333334,5379.583333333333,88.51986678026489
Europe,0.875,2023,3897159076.198548,553.75,5355.166666666667,89.65951884472939
Europe,0.875,2024,4481338190.556754,528.25,5193.0,89.82765260928173
Europe,0.85,2016,3399424107.6770306,536.0,5064.0,89.41548183254343
Europe,0.85,2017,3796882398.639509,562.3333333333334,5019.333333333333,88.79665294195776
Europe,0.85,2018,3897082326.9568725,570.0,5099.5,88.82243357191881
Europe,0.85,2019,3896442128.1257915,539.3333333333334,5065.333333333333,89.35246117399316
Europe,0.85,2020,3970195239.7228293,525.8333333333334,4999.166666666667,89.48158026337723
Europe,0.85,2021,4816610241.460734,571.3333333333334,5231.0,89.07793283629644
Europe,0.85,2022,4183383135.0376854,519.75,5379.583333333333,90.33847107117961
Europe,0.85,2023,4933621716.885558,466.0,5355.166666666667,91.29812330770906
Europe,0.85,2024,5722257079.453572,446.5,5193.0,91.40188715578662
